# Time-averaged data for fix 2
# TimeStep c_KE c_PE c_PRESS c_TEMP
501 1926.99 -58.8247 0.0513099 2.57447
502 1926.46 -58.3077 0.0513108 2.57375
503 1925.79 -57.6512 0.0513342 2.57286
504 1925.03 -56.8845 0.0513743 2.57184
505 1924.33 -56.1617 0.0514063 2.57091
506 1923.91 -55.7234 0.0513951 2.57035
507 1923.88 -55.7056 0.0513216 2.57031
508 1924.13 -55.9893 0.0512034 2.57065
509 1924.39 -56.2573 0.0510866 2.571
510 1924.38 -56.2838 0.0510097 2.57098
511 1924 -55.8985 0.0509939 2.57047
512 1923.37 -55.2654 0.0510166 2.56964
513 1922.79 -54.6539 0.051034 2.56886
514 1922.56 -54.4091 0.0509963 2.56855
515 1922.79 -54.6482 0.0508844 2.56886
516 1923.42 -55.2997 0.05071 2.56971
517 1924.29 -56.1621 0.0505018 2.57086
518 1925.27 -57.1279 0.0502796 2.57217
519 1926.27 -58.1242 0.0500569 2.57351
520 1927.25 -59.0906 0.0498457 2.57481
521 1928.12 -59.9535 0.04966 2.57598
522 1928.82 -60.663 0.0495113 2.57691
523 1929.29 -61.1407 0.0494111 2.57755
524 1929.54 -61.3996 0.0493605 2.57788
525 1929.59 -61.4063 0.0493617 2.57794
526 1929.46 -61.2743 0.0494035 2.57777
527 1929.2 -61.0113 0.0494823 2.57742
528 1928.84 -60.6653 0.0495912 2.57694
529 1928.42 -60.244 0.0497274 2.57637
530 1927.92 -59.7653 0.0498882 2.57572
531 1927.35 -59.1996 0.0500765 2.57495
532 1926.64 -58.5076 0.050298 2.574
533 1925.71 -57.5959 0.0505646 2.57276
534 1924.47 -56.3557 0.0508898 2.5711
535 1922.85 -54.7471 0.0512793 2.56894
536 1920.87 -52.7728 0.0517281 2.5663
537 1918.67 -50.5802 0.0522102 2.56336
538 1916.48 -48.39 0.0526868 2.56043
539 1914.47 -46.3853 0.0531265 2.55774
540 1912.61 -44.5487 0.0535267 2.55526
541 1910.8 -42.7364 0.0539025 2.55284
542 1909.04 -40.9708 0.0542482 2.55049
543 1907.51 -39.4149 0.054532 2.54845
544 1906.54 -38.4389 0.0546984 2.54715
545 1906.36 -38.2488 0.0547116 2.5469
546 1907.02 -38.9336 0.0545605 2.54779
547 1908.44 -40.3585 0.0542633 2.54969
548 1910.52 -42.4222 0.0538397 2.55247
549 1913.13 -45.0138 0.0533116 2.55595
550 1916.07 -47.9679 0.0527131 2.55988
551 1919.02 -50.9488 0.0521004 2.56382
552 1921.67 -53.5951 0.0515314 2.56736
553 1923.85 -55.7652 0.0510359 2.57027
554 1925.51 -57.4027 0.0506257 2.57249
555 1926.72 -58.5978 0.0502937 2.5741
556 1927.54 -59.4004 0.0500328 2.5752
557 1928.04 -59.897 0.0498334 2.57587
558 1928.26 -60.1321 0.04969 2.57616
559 1928.21 -60.1035 0.0496019 2.5761
560 1927.9 -59.7973 0.0495699 2.57569
561 1927.32 -59.2131 0.0495937 2.57491
562 1926.47 -58.3724 0.0496694 2.57377
563 1925.38 -57.2768 0.0497927 2.57232
564 1924.12 -56.0107 0.0499499 2.57064
565 1922.79 -54.6894 0.0501217 2.56885
566 1921.5 -53.4002 0.0502892 2.56713
567 1920.39 -52.3071 0.0504274 2.56565
568 1919.56 -51.4804 0.0505209 2.56455
569 1919.06 -51.0014 0.050558 2.56388
570 1918.87 -50.811 0.0505437 2.56362
571 1918.94 -50.8806 0.0504842 2.56371
572 1919.18 -51.1156 0.0503932 2.56403
573 1919.53 -51.4836 0.0502792 2.5645
574 1919.93 -51.907 0.0501532 2.56504
575 1920.37 -52.3691 0.0500198 2.56562
576 1920.82 -52.8113 0.0498857 2.56623
577 1921.29 -53.2778 0.0497488 2.56686
578 1921.79 -53.7549 0.0496112 2.56752
579 1922.3 -54.2615 0.049473 2.5682
580 1922.82 -54.7628 0.0493392 2.56889
581 1923.31 -55.2349 0.0492145 2.56956
582 1923.77 -55.7092 0.0490996 2.57016
583 1924.14 -56.0972 0.0490044 2.57066
584 1924.42 -56.3738 0.0489331 2.57104
585 1924.6 -56.5563 0.0488855 2.57128
586 1924.67 -56.6075 0.0488648 2.57138
